Drug,Primary indication,Virus,Group,Cell cultures/co-cultures,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Phase IV,Approved,Potential target,Reference,Reference2,Virus Family,Virus Name,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,Mode_of_action,InChI_Key
Mitoxantrone,Approved anticancer,SINV,(+)ssRNA,*,,,,,,,,Human TOP2,PMID:30791609,,Togaviridae,Sindbis virus,Rash and arthritis,6,DB01204,4212,Topoisomerase II inhibitor,KKZJGLLVHKMTCM-UHFFFAOYSA-N
Niclosamide,Approved antihelmintic,SINV,(+)ssRNA,*,,,,,,,,Multiple,PMID:30791609,,Togaviridae,Sindbis virus,Rash and arthritis,6,DB06803,4477,,
Obatoclax,Investigational anticancer,SINV,(+)ssRNA,*,,,,,,,,Human MCL1,PMID:22910914,,Togaviridae,Sindbis virus,Rash and arthritis,6,DB12191,16681698,Bcl-2 family inhibitor,RFTSSZJZXOSICM-GRSHGNNSSA-N
Raloxifene,Approved antiosteoporosis,SINV,(+)ssRNA,*,,,,,,,,Human ER,PMID:30791609,,Togaviridae,Sindbis virus,Rash and arthritis,6,DB00481,5035,Selective estrogen receptor modulator,GZUITABIAKMVPG-UHFFFAOYSA-N
Sorafenib,Approved anticancer,SINV,(+)ssRNA,*,,,,,,,,Human RTKs,PMID:29981794,,Togaviridae,Sindbis virus,Rash and arthritis,6,DB00398,216239,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Favipiravir,Approved antiviral,SNV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:23856782,,Hantaviridae,Sin Nombre virus,Hantavirus cardiopulmonary syndrome ,21,DB12466,492405,Viral RNA polymerase inhibitor,ZCGNOVWYSGBHAU-UHFFFAOYSA-N
Bithionol,Approved antibacterial; withdrawn,SV40,dsDNA,*,,,,,,,,Unknown,PMID:22898086,,Polyomaviridae,Simian vacuolating virus 40 ,Causes tumors,-1,DB04813,2406,Uncoupler of oxidative phosphorylation,JFIOVJDNOJYLKP-UHFFFAOYSA-N
Hexachlorophene,Approved antibacterial; withdrawn,SV40,dsDNA,*,,,,,,,,Human SDHD,PMID:22898086,,Polyomaviridae,Simian vacuolating virus 40 ,Causes tumors,-1,DB00756,3598,,ACGUYXCXAPNIKK-UHFFFAOYSA-N
Arbidol (Umifenovir),Approved antiviral,TBEV,(+)ssRNA,*,,,,,,,,Multiple,PMID:29642580,,Flaviviridae,Tick-borne encephalitis virus,Tick-borne encephalitis ,2,DB13609,131411,,KCFYEAOKVJSACF-UHFFFAOYSA-N
BCX4430 (Galidesivir),Approved antiviral,TBEV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:28336346,,Flaviviridae,Tick-borne encephalitis virus,Tick-borne encephalitis ,2,DB11676,10445549,RNA-dependent RNA polymerase (RdRp) inhibitor,AMFDITJFBUXZQN-KUBHLMPHSA-N
Luteolin,Approved anticancer,TBEV,(+)ssRNA,*,,,,,,,,Unknown,PMID:29537738,,Flaviviridae,Tick-borne encephalitis virus,Tick-borne encephalitis ,2,,5280445,,IQPNAANSBPBGFQ-UHFFFAOYSA-N
Remdesivir,Investigational antiviral,TBEV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:28262699,,Flaviviridae,Tick-borne encephalitis virus,Tick-borne encephalitis ,2,DB14761,121304016,Viral RNA polymerase inhibitor,RWWYLEGWBNMMLJ-YSOARWBDSA-N
Brincidofovir,Investigational antiviral,VACV,dsDNA,*,,,,*,*,,,Viral DNA pol,PMID:30677427; NCT01143181,,Poxviridae,Vaccinia virus,No disease in human,5,DB12151,483477,Viral DNA polymerase inhibitor,CRDDLOITBKEPRN-UQIIZPHYSA-M
Cyclosporine,Approved immunosuppressant,VACV,dsDNA,*,,,,,,,,Human CYPA,PMID:9472618,,Poxviridae,Vaccinia virus,No disease in human,5,DB00091,5284373,Calcineurin inhibitor; allows for inhibition of T cell activation,PMATZTZNYRCHOR-CGLBZJNRSA-N
Ganciclovir,Approved antiviral,VACV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30677427,,Poxviridae,Vaccinia virus,No disease in human,5,DB01004,3454,Viral RNA polymerase inhibitor,IRSCQMHQWWYFCW-UHFFFAOYSA-N
Gefitinib,Approved antivcancer,VACV,dsDNA,*,,,,,,,,Human RTKs,PMID:21094187,,Poxviridae,Vaccinia virus,No disease in human,5,DB00317,123631,EGFR inhibitor,XGALLCVXEZPNRQ-UHFFFAOYSA-N
Gemcitabine,Approved anticancer,VACV,dsDNA,*,,,,,,,,Human RRM1,PMID:28607950,,Poxviridae,Vaccinia virus,No disease in human,5,DB00441,60750,Antimetabolite; Nucleoside analog,SDUQYLNIPVEERB-QPPQHZFASA-N
Niclosamide,Approved antihelmintic,VACV,dsDNA,*,,,,,,,,Multiple,PMID:30791609,,Poxviridae,Vaccinia virus,No disease in human,5,DB06803,4477,,
Nitazoxanide,Approved antiprotozoal,VACV,dsDNA,*,,,,,,,,Multiple,PMID:29625403,PMID: 19402279,Poxviridae,Vaccinia virus,No disease in human,5,DB00507,41684,Pyruvate inhibitor,YQNQNVDNTFHQSW-UHFFFAOYSA-N
Novobiocin,Approved antibacterial,VACV,dsDNA,*,,,,,,,,Multiple,PMID:9300044,,Poxviridae,Vaccinia virus,No disease in human,5,DB01051,54675769,Bacterial DNA gyrase inhibitor (targeting GyrB),YJQPYGGHQPGBLI-KGSXXDOSSA-N
Raloxifene,Approved antiosteoporosis,VACV,dsDNA,*,,,,,,,,Human ER,PMID:30791609,,Poxviridae,Vaccinia virus,No disease in human,5,DB00481,5035,Selective estrogen receptor modulator,GZUITABIAKMVPG-UHFFFAOYSA-N
Brincidofovir,Investigational antiviral,VARV,dsDNA,*,,,,*,*,,,Viral DNA pol,PMID:30677427; NCT01143181,,Poxviridae,Vaccinia virus,No disease in human,5,DB12151,483477,Viral DNA polymerase inhibitor,CRDDLOITBKEPRN-UQIIZPHYSA-M
Amiodarone,Approved antiarrhythmic,VSV,(-)ssRNA,*,,,,,,,,Human CYPs,PMID:23659500,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB01118,2157,Non-competitive ß-adrenergic inhibitor,Approved
Amodiaquine,Approved antimalarial,VSV,(-)ssRNA,*,,,,,,,,Unknown,PMID:30791609,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB00613,2165,Methyltransferase inhibitor,OVCDSSHSILBFBN-UHFFFAOYSA-N
Bortezomib,Approved anticancer,VSV,(-)ssRNA,*,,,,,,,,Human PSMB5,PMID:20592098,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB00188,387447,Proteasome inhibitor (26S subunit),GXJABQQUPOEUTA-DOTOQJQBSA-N
Brequinar,Investigational anticancer,VSV,(-)ssRNA,*,,,,,,,,Human DHODH,PMID:20606073,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB03523,57030,Dihydroorotate dehydrogenase (DHODH) inhibitor,PZOHOALJQOFNTB-UHFFFAOYSA-M
Cyclosporine,Approved immunosuppressant,VSV,(-)ssRNA,*,,,,,,,,Human CYPA,PMID:12810862,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB00091,5284373,Calcineurin inhibitor; allows for inhibition of T cell activation,PMATZTZNYRCHOR-CGLBZJNRSA-N
Doxycycline,Approved antibacterial,VSV,(-)ssRNA,*,,,,,,,,Human PADI4,PMID:26459887,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB00254,54671203,,JBIWCJUYHHGXTC-AKNGSSGZSA-N
Eflornithine,Approved antiprotozoal; withdrawn,VSV,(-)ssRNA,*,,,,,,,,Human ODC1,PMID:27535047,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB06243,3009,Enzyme-activated; irreversible inhibitor of ornithine decarboxylase,VLCYCQAOQCDTCN-UHFFFAOYSA-N
Indomethacin,Approved anti-inflammatory,VSV,(-)ssRNA,*,,,,,,,,Human PTGS1,PMID:25856684,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB00328,3715,Cyclo-oxygenase (COX) enzyme or prostaglandin G/H synthase inhibitor,CGIGDMFJXJATDK-UHFFFAOYSA-N
Monensin,Approved antibacterial,VSV,(-)ssRNA,*,,,,,,,,Unknown,PMID: 6309867,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB11430,441145,,GAOZTHIDHYLHMS-KEOBGNEYSA-N
Niclosamide,Approved antihelmintic,VSV,(-)ssRNA,*,,,,,,,,Multiple,PMID:30791609,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB06803,4477,,
Raloxifene,Approved antiosteoporosis,VSV,(-)ssRNA,*,,,,,,,,Human ER,PMID:30791609,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB00481,5035,Selective estrogen receptor modulator,GZUITABIAKMVPG-UHFFFAOYSA-N
Regorafenib,Approved anticancer,VSV,(-)ssRNA,*,,,,,,,,Human RTKs,PMID:30883607,PMID: 30563895,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB08896,11167602,B-Raf; c-Kit; VEGFR2 inhibitor,FNHKPVJBJVTLMP-UHFFFAOYSA-N
Sorafenib,Approved anticancer,VSV,(-)ssRNA,*,,,,,,,,Human RTKs,PMID:30883607,,Rhabdoviridae,Vesicular stomatitis virus,Vesicular stomatitis,11,DB00398,216239,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Aciclovir,Approved antiviral,VZV,dsDNA,,,,,*,*,,*,Viral DNA pol,CID: 23709358; NCT00209352; DB00787 ,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB00787,2022,Viral DNA polymerase inhibitor,MKUXAQIIEYXACX-UHFFFAOYSA-N
Brincidofovir,Investigational antiviral,VZV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30120866,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB12151,483477,Viral DNA polymerase inhibitor,CRDDLOITBKEPRN-UQIIZPHYSA-M
Caffeine,Approved anti-bronchopulmonary dysplasia,VZV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:6257827,DB01051,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB00201,2519,Adenosine-receptor antagonist,RYYVLZVUVIJVGH-UHFFFAOYSA-N
Cidofovir,Approved antiviral,VZV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287226,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB00369,60613,Viral DNA polymerase inhibitor,FPKARFMSZDBYQF-ILKKLZGPSA-N
Foscarnet,Approved antiviral,VZV,dsDNA,*,,,,,,*,,Viral DNA pol,PMID:30677427; NCT02151240,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB00529,3415,Pyrophosphate analog DNA polymerase inhibitor,ZJAOAACCNHFJAH-UHFFFAOYSA-N
Ganciclovir,Approved antiviral,VZV,dsDNA,*,,,,*,,,,Viral DNA pol,PMID:30677427; NCT02382588,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB01004,3454,Viral RNA polymerase inhibitor,IRSCQMHQWWYFCW-UHFFFAOYSA-N
Homoharringtonine,Approved anticancer,VZV,dsDNA,*,,,,,,,,Human ribosome,PMID:30456755,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB04865,285033,Protein translation inhibitor,HYFHYPWGAURHIV-JFIAXGOJSA-N
Letermovir,Approved antiviral,VZV,dsDNA,*,,,,,,,,Viral terminase,PMID:30677427,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB12070,45138674,Inhibitor  the DNA terminase complex of cytomegalovirus activity,FWYSMLBETOMXAG-QHCPKHFHSA-N
N-MCT,Investigational antiviral,VZV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287226,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,,445212,,NOWRLNPOENZFHP-ARHDFHRDSA-N
Roscovitine (Seliciclib),Investigational anti-Cushing disease,VZV,dsDNA,*,,*,,,,,,Human CDKs,PMID:20307580,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB06195,160355,Cyclin-dependent kinase (CDK) inhibitor,BTIHMVBBUGXLCJ-OAHLLOKOSA-N
Valacyclovir,Approved antiviral,VZV,dsDNA,,,,,,,,*,Viral DNA pol,CID:135398741,,Herpesviridae,Varicella zoster virus,Chickenpox (varicella),12,DB00577,60773, Nucleoside analog DNA polymerase enzyme inhibitor; L-valine ester of aciclovir.,HDOVUKNUBWVHOX-QMMMGPOBSA-N
4-HPR (Fenretinide),Approved anticancer,WNV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:25313218; ,PMID: 20031379,Flaviviridae,West Nile virus,West Nile fever,2,DB05076,5288209,Unclear,AKJHMTWEGVYYSE-FXILSDISSA-N
Amodiaquine,Approved antimalarial,WNV,(+)ssRNA,*,,,,,,,,Unknown,PMID:24680954,,Flaviviridae,West Nile virus,West Nile fever,2,DB00613,2165,Methyltransferase inhibitor,OVCDSSHSILBFBN-UHFFFAOYSA-N
Aprotinin,Approved antifibrinilytic,WNV,(+)ssRNA,*,,,,,,,,Multiple,PMID:17188926,,Flaviviridae,West Nile virus,West Nile fever,2,DB06692,53487898,Serine protease inhibitor,ZPNFWUPYTFPOJU-YSFZTAPISA-N
Arbidol (Umifenovir),Approved antiviral,WNV,(+)ssRNA,*,,,,,,,,Multiple,PMID:29642580,,Flaviviridae,West Nile virus,West Nile fever,2,DB13609,131411,,KCFYEAOKVJSACF-UHFFFAOYSA-N
BCX4430 (Galidesivir),Approved antiviral,WNV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:28336346,,Flaviviridae,West Nile virus,West Nile fever,2,DB11676,10445549,RNA-dependent RNA polymerase (RdRp) inhibitor,AMFDITJFBUXZQN-KUBHLMPHSA-N
Brequinar,Investigational anticancer,WNV,(+)ssRNA,*,,,,,,,,Human DHODH,PMID:20606073,,Flaviviridae,West Nile virus,West Nile fever,2,DB03523,57030,Dihydroorotate dehydrogenase (DHODH) inhibitor,PZOHOALJQOFNTB-UHFFFAOYSA-M
Cyclosporine,Approved immunosuppressant,WNV,(+)ssRNA,*,,,,,,,,Human CYPA,PMID:19451286,,Flaviviridae,West Nile virus,West Nile fever,2,DB00091,5284373,Calcineurin inhibitor; allows for inhibition of T cell activation,PMATZTZNYRCHOR-CGLBZJNRSA-N
Labyrinthopeptin A1,Research compound,WNV,(+)ssRNA,*,,,,,,,,viral membrane lipid phosphatidylethanolamine,PMID:31666384,,Flaviviridae,West Nile virus,West Nile fever,2,,,Viral membrane perforation,
Labyrinthopeptin A2,Research compound,WNV,(+)ssRNA,*,,,,,,,,viral membrane lipid phosphatidylethanolamine,PMID:31666384,,Flaviviridae,West Nile virus,West Nile fever,2,,,Viral membrane perforation,
Manidipine,Approved antihypertensive,WNV,(+)ssRNA,*,,,,,,,,Multiple,PMID:28814523,,Flaviviridae,West Nile virus,West Nile fever,2,DB09238,4008,Calcium channel blocker,ANEBWFXPVPTEET-UHFFFAOYSA-N
Minocycline,Approved antibacterial,WNV,(+)ssRNA,*,,*,,,,,,Human PADI4,PMID:28878079,,Flaviviridae,West Nile virus,West Nile fever,2,DB01017,54675783,Bacterial protein synthesis inhibitor by binding with the 30S ribosomal subunit.,DYKFCLLONBREIL-KVUCHLLUSA-N
Obatoclax,Investigational anticancer,WNV,(+)ssRNA,*,,,,,,,,Human MCL1,PMID:27993855,,Flaviviridae,West Nile virus,West Nile fever,2,DB12191,16681698,Bcl-2 family inhibitor,RFTSSZJZXOSICM-GRSHGNNSSA-N
Tilorone (Amixin),Approved antiviral (Russia and Ukraine),WNV,(+)ssRNA,,,,,,,,*,Unknown,PMID: 17279,,Flaviviridae,West Nile virus,West Nile fever,2,,5475,Interferon inducer,MPMFCABZENCRHV-UHFFFAOYSA-N
Amiodarone,Approved antiarrhythmic,YFV,(+)ssRNA,*,,,,,,,,Human CYPs,PMID:30791609,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB01118,2157,Non-competitive ß-adrenergic inhibitor,Approved
Amodiaquine,Approved antimalarial,YFV,(+)ssRNA,*,,,,,,,,Unknown,PMID:30791609,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB00613,2165,Methyltransferase inhibitor,OVCDSSHSILBFBN-UHFFFAOYSA-N
Apoptozole,Research compound,YFV,(+)ssRNA,*,,,,,,,,HSP70,PMID:31967789,,Flaviviridae,Yellow fever virus,Yellow fever,2,,24894064,Post-entry,ZIMMTPFXOMAJTQ-UHFFFAOYSA-N
BCX4430 (Galidesivir),Approved antiviral,YFV,(+)ssRNA,*,,,*,,,,,Viral RNA pol,PMID:25155605; NCT03891420,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB11676,10445549,RNA-dependent RNA polymerase (RdRp) inhibitor,AMFDITJFBUXZQN-KUBHLMPHSA-N
Brequinar,Investigational anticancer,YFV,(+)ssRNA,*,,,,,,,,Human DHODH,PMID:20606073,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB03523,57030,Dihydroorotate dehydrogenase (DHODH) inhibitor,PZOHOALJQOFNTB-UHFFFAOYSA-M
Cyclosporine,Approved immunosuppressant,YFV,(+)ssRNA,*,,,,,,,,Human CYPA,PMID:19451286,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB00091,5284373,Calcineurin inhibitor; allows for inhibition of T cell activation,PMATZTZNYRCHOR-CGLBZJNRSA-N
Favipiravir,Approved antiviral,YFV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:19428599,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB12466,492405,Viral RNA polymerase inhibitor,ZCGNOVWYSGBHAU-UHFFFAOYSA-N
Ivermectin,Approved antiprotozoal,YFV,(+)ssRNA,*,,,,,,,,Human importins,PMID:26752081,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB00602,46936176,Importin ?/?-mediated nuclear import inhibitor,SPBDXSGPUHCETR-CVSKBELMSA-N
Mitoxantrone,Approved anticancer,YFV,(+)ssRNA,*,,,,,,,,Human TOP2,PMID:30791609,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB01204,4212,Topoisomerase II inhibitor,KKZJGLLVHKMTCM-UHFFFAOYSA-N
Obatoclax,Investigational anticancer,YFV,(+)ssRNA,*,,,,,,,,Human MCL1,PMID:27993855,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB12191,16681698,Bcl-2 family inhibitor,RFTSSZJZXOSICM-GRSHGNNSSA-N
Raloxifene,Approved antiosteoporosis,YFV,(+)ssRNA,*,,,,,,,,Human ER,PMID:30791609,,Flaviviridae,Yellow fever virus,Yellow fever,2,DB00481,5035,Selective estrogen receptor modulator,GZUITABIAKMVPG-UHFFFAOYSA-N
Sofosbuvir,Approved antiviral,YFV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:31594756,DB00467,Flaviviridae,Yellow fever virus,Yellow fever,2,DB08934,45375808,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,TTZHDVOVKQGIBA-IQWMDFIBSA-N
4-HPR (Fenretinide),Approved anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:29051080,,Flaviviridae,Zika virus,Zika virus disease,2,DB05076,5288209,Unclear,AKJHMTWEGVYYSE-FXILSDISSA-N
ABT-263,Investigational anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Human BCL2,PMID:28946654,,Flaviviridae,Zika virus,Zika virus disease,2,DB12340,24978538,Bcl-2/Bcl-xL inhibitor,JLYAXFNOILIKPP-KXQOOQHDSA-N
Acetylsalicylic acid,Approved anti-inflammatory,ZIKV,(+)ssRNA,*,,,,,,,,Human PTGS1,PMID:30068645,,Flaviviridae,Zika virus,Zika virus disease,2,DB00945,2244,Cyclooxygenase inhibitor,BSYNRYMUTXBXSQ-UHFFFAOYSA-N
Amodiaquine,Approved antimalarial,ZIKV,(+)ssRNA,*,*,,,,,,,Unknown,PMID:28736217,,Flaviviridae,Zika virus,Zika virus disease,2,DB00613,2165,Methyltransferase inhibitor,OVCDSSHSILBFBN-UHFFFAOYSA-N
Anisomycin,Investigational,ZIKV,(+)ssRNA,*,,,,,,,,Bacterial protein and DNA synthesis,PMID: 32081740,,Flaviviridae,Zika virus,Zika virus disease,2,DB07374,253602,Bacterial protein and DNA synthesis inhibitor,YKJYKKNCCRKFSL-RDBSUJKOSA-N
Apoptozole,Research compound,ZIKV,(+)ssRNA,,,*,,,,,,HSP70,PMID:31967789,,Flaviviridae,Zika virus,Zika virus disease,2,,24894064,Post-entry,ZIMMTPFXOMAJTQ-UHFFFAOYSA-N
Arbidol (Umifenovir),Approved antiviral,ZIKV,(+)ssRNA,*,,,,,,,,Multiple,PMID:29895962,,Flaviviridae,Zika virus,Zika virus disease,2,DB13609,131411,,KCFYEAOKVJSACF-UHFFFAOYSA-N
Azithromycin,Approved antibacterial,ZIKV,(+)ssRNA,*,,,,,,,,Unknown,PMID:27911847,,Flaviviridae,Zika virus,Zika virus disease,2,DB00207,447043,,MQTOSJVFKKJCRP-BICOPXKESA-N
BCX4430 (Galidesivir),Approved antiviral,ZIKV,(+)ssRNA,*,,*,,,,,,Viral RNA pol,PMID:27838352,PMID: 31214565,Flaviviridae,Zika virus,Zika virus disease,2,DB11676,10445549,RNA-dependent RNA polymerase (RdRp) inhibitor,AMFDITJFBUXZQN-KUBHLMPHSA-N
Berberine,Investigational anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Unknown,PMID:30641880,,Flaviviridae,Zika virus,Zika virus disease,2,DB04115,2353,AMP-activated protein kinase (AMPK) activator,YBHILYKTIRIUTE-UHFFFAOYSA-N
Bithionol,Approved antibacterial; withdrawn,ZIKV,(+)ssRNA,*,,,,,,,,Unknown,PMID:27686742,,Flaviviridae,Zika virus,Zika virus disease,2,DB04813,2406,Uncoupler of oxidative phosphorylation,JFIOVJDNOJYLKP-UHFFFAOYSA-N
Bortezomib,Approved anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Human PSMB5,PMID:27476412,,Flaviviridae,Zika virus,Zika virus disease,2,DB00188,387447,Proteasome inhibitor (26S subunit),GXJABQQUPOEUTA-DOTOQJQBSA-N
Chloroquine,Approved antimalarial,ZIKV,(+)ssRNA,*,,,,,,,,Unknown,PMID:27916837,,Flaviviridae,Zika virus,Zika virus disease,2,DB00608,2719,Antimalaria agent; chemo/radio sensitizer,QKICWELGRMTQCR-UHFFFAOYSA-N
Chlorpromazine,Approved antipsychotic agent,ZIKV,(+)ssRNA,*,,,,,,,,Clathrin-mediated endocytosis,PMID: 29574335,,Flaviviridae,Zika virus,Zika virus disease,2,DB00477,2726,Inhibits assembly of clathrin-coated pits at the plasma membrane,ZPEIMTDSQAKGNT-UHFFFAOYSA-N
Cyclosporine,Approved immunosuppressant,ZIKV,(+)ssRNA,*,,,,,,,,Human CYPA,PMID:27476412,,Flaviviridae,Zika virus,Zika virus disease,2,DB00091,5284373,Calcineurin inhibitor; allows for inhibition of T cell activation,PMATZTZNYRCHOR-CGLBZJNRSA-N
Dalbavancin,Approved antibacterial,ZIKV,(+)ssRNA,*,,,,,,,,Human CTSL,PMID:27476412,,Flaviviridae,Zika virus,Zika virus disease,2,DB06219,23724878,,KGPGQDLTDHGEGT-VBZOGQDBSA-N
Eflornithine,Approved antiprotozoal; withdrawn,ZIKV,(+)ssRNA,*,,,,,,,,Human ODC1,PMID:27535047,,Flaviviridae,Zika virus,Zika virus disease,2,DB06243,3009,Enzyme-activated; irreversible inhibitor of ornithine decarboxylase,VLCYCQAOQCDTCN-UHFFFAOYSA-N
Emetine,Approved antiprotozoal,ZIKV,(+)ssRNA,*,,,,,,,,Human ribosome,PMID:29872540,,Flaviviridae,Zika virus,Zika virus disease,2,DB13393,10219,,AUVVAXYIELKVAI-CKBKHPSWSA-N
Emodin,Investigational anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Multiple,PMID:30641880,DB11430,Flaviviridae,Zika virus,Zika virus disease,2,DB07715,3220,,RHMXXJGYXNZAPX-UHFFFAOYSA-N
Ezetimibe,Approved lipid-lowering,ZIKV,(+)ssRNA,*,,,,,,,,Human NTCP,PMID:29698664,,Flaviviridae,Zika virus,Zika virus disease,2,DB00973,150311,Intestinal cholesterol and related phytosterol absorption inhibitor,OLNTVTPDXPETLC-XPWALMASSA-N
Favipiravir,Approved antiviral,ZIKV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:29967017,DB11544,Flaviviridae,Zika virus,Zika virus disease,2,DB12466,492405,Viral RNA polymerase inhibitor,ZCGNOVWYSGBHAU-UHFFFAOYSA-N
Fluvastatin,Approved lipid-lowering,ZIKV,(+)ssRNA,*,,,,,,,,Human HMGCR,PMID:31391514,,Flaviviridae,ZIKA virus,Zika virus disease,2,DB01095,1548972,Hydroxymethylglutaryl-coenzyme A (HMG-CoA) reductase inhibitor,FJLGEFLZQAZZCD-JUFISIKESA-N
Gemcitabine,Approved anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Human RRM1,PMID:28049006,,Flaviviridae,Zika virus,Zika virus disease,2,DB00441,60750,Antimetabolite; Nucleoside analog,SDUQYLNIPVEERB-QPPQHZFASA-N
Hydroxychloroquine,Approved antimalarial,ZIKV,(+)ssRNA,*,,*,,,,,,Unknown,PMID:28694387,,Flaviviridae,Zika virus,Zika virus disease,2,DB01611,3652,Unclear,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
Ivermectin,Approved antiprotozoal,ZIKV,(+)ssRNA,*,,,,,,,,Human importins,PMID:27476412,DB00756,Flaviviridae,Zika virus,Zika virus disease,2,DB00602,46936176,Importin ?/?-mediated nuclear import inhibitor,SPBDXSGPUHCETR-CVSKBELMSA-N
Kasugamycin,Approved antibacterial,ZIKV,(+)ssRNA,*,,*,,,,,,Unknown,PMID:29632368,,Flaviviridae,Zika virus,Zika virus disease,2,,65174,,PVTHJAPFENJVNC-UQTMRZPGSA-N
Labyrinthopeptin A1,Research compound,ZIKV,(+)ssRNA,*,,,,,,,,viral membrane lipid phosphatidylethanolamine,PMID:31666384,,Flaviviridae,Zika virus,Zika virus disease,2,,,Viral membrane perforation,
Labyrinthopeptin A2,Research compound,ZIKV,(+)ssRNA,*,,,,,,,,viral membrane lipid phosphatidylethanolamine,PMID:31666384,,Flaviviridae,Zika virus,Zika virus disease,2,,,Viral membrane perforation,
Lopinavir,Approved antiviral,ZIKV,(+)ssRNA,*,,*,,,,,,Viral protease,PMID:28712942,,Flaviviridae,Zika virus,Zika virus disease,2,DB01601,92727,HIV protease inhibitor,KJHKTHWMRKYKJE-SUGCFTRWSA-N
Lovastatin,Approved lipid-lowering,ZIKV,(+)ssRNA,*,,,,,,,,Human HMGCR,PMID:31391514,,Flaviviridae,Zika virus,Zika virus disease,2,DB00227,53232,HMG-CoA reductase inhibitor,PCZOHLXUXFIOCF-BXMDZJJMSA-N
Manidipine,Approved antihypertensive,ZIKV,(+)ssRNA,*,,,,,,,,Multiple,PMID:28814523,,Flaviviridae,Zika virus,Zika virus disease,2,DB09238,4008,Calcium channel blocker,ANEBWFXPVPTEET-UHFFFAOYSA-N
Mefloquine,Approved antimalarial,ZIKV,(+)ssRNA,*,,,,,,,,"HBA1, ADORA2A",PMID: 27889529,,Flaviviridae,Zika virus,Zika virus disease,2,DB00358,40692,,XEEQGYMUWCZPDN-UHFFFAOYSA-N
